_id,Czas_Rejestracji,Liczba_Wolnych_Miejsc,Liczba_Poj_Wjezdzajacych,Liczba_Poj_Wyjezdzajacych,Nazwa
433,2025-01-14 11:24:59.283000,-50,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
434,2025-01-14 11:20:07.913000,26,0,0,PR03B - Grabiszyn północ
435,2025-01-14 11:27:26.200000,108,1,0,PR01B - Psie Pole - Stacja PKP parking nr 3
436,2025-01-14 11:18:59.217000,20,0,0,PR03A - Grabiszyn południe
437,2025-01-14 10:50:55.173000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
438,2025-01-14 11:15:54.833000,38,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
439,2025-01-14 11:25:23.717000,-12,0,1,PR11 - ul. Ślężna-Kamienna
440,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
441,2025-01-14 11:18:04.640000,19,0,0,PR06 - ul. Kosmonautów-Boguszowska
442,2025-01-14 11:26:41.483000,126,1,0,PR08 - ul. Opolska-Głubczycka
443,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
444,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
445,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
446,2025-01-14 07:28:35.163000,4,1,0,PR09 - ul. Opolska-Karwińska
447,2025-01-14 07:28:20.580000,36,2,1,PR06 - ul. Kosmonautów-Boguszowska
448,2025-01-14 07:28:04.360000,148,0,1,PR08 - ul. Opolska-Głubczycka
449,2025-01-14 07:23:24.077000,37,0,0,PR05 - ul. Bardzka-Świeradowska
450,2025-01-14 07:28:56.410000,-293,1,2,PR15 - ul. Kamiennogórska
451,2025-01-14 07:47:33.883000,60,2,0,PR12 - Klecina - pętla MPK
452,2025-01-14 08:36:44.443000,56,0,0,PR12 - Klecina - pętla MPK
453,2025-01-14 08:41:16.617000,-48,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
454,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
455,2025-01-14 08:42:20.373000,103,0,2,PR01B - Psie Pole - Stacja PKP parking nr 3
456,2025-01-14 08:35:42.743000,32,0,0,PR03A - Grabiszyn południe
457,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
458,2025-01-14 08:39:03.557000,42,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
459,2025-01-14 08:36:50.763000,-2,0,0,PR11 - ul. Ślężna-Kamienna
460,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
461,2025-01-14 08:43:08.903000,26,1,0,PR06 - ul. Kosmonautów-Boguszowska
462,2025-01-14 08:43:34.193000,139,1,0,PR08 - ul. Opolska-Głubczycka
463,2025-01-14 08:13:21.213000,35,0,0,PR05 - ul. Bardzka-Świeradowska
464,2025-01-14 08:27:15.757000,-293,0,0,PR15 - ul. Kamiennogórska
465,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
466,2025-01-14 08:48:21.643000,137,1,0,PR08 - ul. Opolska-Głubczycka
467,2025-01-14 09:00:48.800000,54,0,0,PR12 - Klecina - pętla MPK
468,2025-01-14 09:09:42.083000,-48,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
469,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
470,2025-01-14 09:08:22.430000,107,2,4,PR01B - Psie Pole - Stacja PKP parking nr 3
471,2025-01-14 09:06:21.440000,28,1,0,PR03A - Grabiszyn południe
472,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
473,2025-01-14 08:58:10.797000,41,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
474,2025-01-14 09:04:25.853000,-3,0,0,PR11 - ul. Ślężna-Kamienna
475,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
476,2025-01-14 08:51:56.130000,24,0,0,PR06 - ul. Kosmonautów-Boguszowska
477,2025-01-14 09:07:05.520000,136,0,1,PR08 - ul. Opolska-Głubczycka
478,2025-01-14 09:05:07.813000,34,1,0,PR05 - ul. Bardzka-Świeradowska
479,2025-01-14 08:27:15.757000,-293,0,0,PR15 - ul. Kamiennogórska
480,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
481,2025-01-14 09:59:38.697000,22,1,0,PR06 - ul. Kosmonautów-Boguszowska
482,2025-01-14 09:54:49.207000,133,0,0,PR08 - ul. Opolska-Głubczycka
483,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
484,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
485,2025-01-14 09:58:01.300000,22,1,0,PR17 -  ul. Osobowicka
486,2025-01-14 10:54:52.393000,-51,3,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
487,2025-01-14 10:25:41.350000,25,0,0,PR03B - Grabiszyn północ
488,2025-01-14 10:03:43.023000,110,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
489,2025-01-14 10:51:44.107000,22,0,1,PR03A - Grabiszyn południe
490,2025-01-14 10:50:55.173000,42,0,1,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
491,2025-01-14 10:39:28.490000,38,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
492,2025-01-14 09:50:44.063000,-10,0,0,PR11 - ul. Ślężna-Kamienna
493,2025-01-14 10:51:27.450000,21,1,0,PR06 - ul. Kosmonautów-Boguszowska
494,2025-01-14 10:48:13.957000,128,0,0,PR08 - ul. Opolska-Głubczycka
495,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
496,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
497,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
498,2025-01-14 11:09:57.157000,47,1,0,PR12 - Klecina - pętla MPK
499,2025-01-14 11:09:21.207000,-52,3,2,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
500,2025-01-14 10:25:41.350000,25,0,0,PR03B - Grabiszyn północ
501,2025-01-14 11:06:36.677000,109,0,1,PR01B - Psie Pole - Stacja PKP parking nr 3
502,2025-01-14 11:14:50.147000,46,1,1,PR12 - Klecina - pętla MPK
503,2025-01-14 11:14:02.477000,-48,0,3,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
504,2025-01-14 10:25:41.350000,25,0,0,PR03B - Grabiszyn północ
505,2025-01-14 11:13:38.237000,108,1,0,PR01B - Psie Pole - Stacja PKP parking nr 3
506,2025-01-14 11:08:52.553000,19,0,0,PR03A - Grabiszyn południe
507,2025-01-14 10:50:55.173000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
508,2025-01-14 11:00:18.977000,37,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
509,2025-01-14 11:11:22.257000,-10,0,1,PR11 - ul. Ślężna-Kamienna
510,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
511,2025-01-14 10:56:32.587000,20,0,0,PR06 - ul. Kosmonautów-Boguszowska
512,2025-01-14 11:14:58.057000,126,2,0,PR08 - ul. Opolska-Głubczycka
513,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
514,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
515,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
516,2025-01-14 11:16:14.650000,45,0,0,PR12 - Klecina - pętla MPK
517,2025-01-14 10:50:55.173000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
518,2025-01-14 11:15:54.833000,38,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
519,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
520,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
521,2025-01-14 07:57:35.567000,61,0,0,PR12 - Klecina - pętla MPK
522,2025-01-14 08:03:59.087000,-48,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
523,2025-01-14 07:57:32.877000,27,0,0,PR03B - Grabiszyn północ
524,2025-01-14 08:03:55.417000,104,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
525,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
526,2025-01-14 08:09:10.740000,48,1,0,PR04 - ul. Snycerska-Majchra (Leśnica)
527,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
528,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
529,2025-01-14 08:04:23.413000,30,0,0,PR06 - ul. Kosmonautów-Boguszowska
530,2025-01-14 08:06:09.693000,146,0,1,PR08 - ul. Opolska-Głubczycka
531,2025-01-14 07:36:48.823000,36,0,0,PR05 - ul. Bardzka-Świeradowska
532,2025-01-14 07:28:56.410000,-293,0,0,PR15 - ul. Kamiennogórska
533,2025-01-14 07:45:04.107000,22,0,0,PR17 -  ul. Osobowicka
534,2025-01-14 08:53:01.257000,54,1,0,PR12 - Klecina - pętla MPK
535,2025-01-14 08:48:38.407000,-47,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
536,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
537,2025-01-14 08:52:46.387000,107,0,1,PR01B - Psie Pole - Stacja PKP parking nr 3
538,2025-01-14 08:50:27.690000,31,1,0,PR03A - Grabiszyn południe
539,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
540,2025-01-14 08:39:03.557000,42,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
541,2025-01-14 08:46:25.030000,-1,0,0,PR11 - ul. Ślężna-Kamienna
542,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
543,2025-01-14 08:51:56.130000,24,1,0,PR06 - ul. Kosmonautów-Boguszowska
544,2025-01-14 08:13:21.213000,35,0,0,PR05 - ul. Bardzka-Świeradowska
545,2025-01-14 08:27:15.757000,-293,0,0,PR15 - ul. Kamiennogórska
546,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
547,2025-01-14 08:58:10.797000,41,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
548,2025-01-14 09:37:53.273000,50,0,0,PR12 - Klecina - pętla MPK
549,2025-01-14 09:38:53.383000,-47,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
550,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
551,2025-01-14 09:44:02.023000,107,1,1,PR01B - Psie Pole - Stacja PKP parking nr 3
552,2025-01-14 09:36:07.010000,27,0,0,PR03A - Grabiszyn południe
553,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
554,2025-01-14 09:38:50.627000,40,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
555,2025-01-14 09:41:01.793000,-9,1,0,PR11 - ul. Ślężna-Kamienna
556,2025-01-14 09:34:21.333000,3,0,0,PR09 - ul. Opolska-Karwińska
557,2025-01-14 09:21:26.813000,23,0,0,PR06 - ul. Kosmonautów-Boguszowska
558,2025-01-14 09:42:06.037000,135,1,0,PR08 - ul. Opolska-Głubczycka
559,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
560,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
561,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
562,2025-01-14 10:01:52.507000,50,0,0,PR12 - Klecina - pętla MPK
563,2025-01-14 10:09:38.557000,-47,0,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
564,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
565,2025-01-14 10:03:43.023000,110,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
566,2025-01-14 10:08:07.903000,22,1,0,PR03A - Grabiszyn południe
567,2025-01-14 09:50:44.063000,-10,0,0,PR11 - ul. Ślężna-Kamienna
568,2025-01-14 09:34:21.333000,3,0,0,PR09 - ul. Opolska-Karwińska
569,2025-01-14 10:01:48.733000,21,0,0,PR06 - ul. Kosmonautów-Boguszowska
570,2025-01-14 10:09:26.217000,132,1,0,PR08 - ul. Opolska-Głubczycka
571,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
572,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
573,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
574,2025-01-14 10:29:16.820000,49,1,0,PR12 - Klecina - pętla MPK
575,2025-01-14 10:29:34.640000,-50,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
576,2025-01-14 10:25:41.350000,25,1,0,PR03B - Grabiszyn północ
577,2025-01-14 10:03:43.023000,110,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
578,2025-01-14 10:28:42.940000,22,1,1,PR03A - Grabiszyn południe
579,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
580,2025-01-14 10:26:16.437000,37,1,0,PR04 - ul. Snycerska-Majchra (Leśnica)
581,2025-01-14 09:50:44.063000,-10,0,0,PR11 - ul. Ślężna-Kamienna
582,2025-01-14 10:27:40.287000,2,1,0,PR09 - ul. Opolska-Karwińska
583,2025-01-14 10:28:41.537000,22,0,1,PR06 - ul. Kosmonautów-Boguszowska
584,2025-01-14 10:29:00.200000,128,2,0,PR08 - ul. Opolska-Głubczycka
585,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
586,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
587,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
588,2025-01-14 10:29:16.820000,49,0,0,PR12 - Klecina - pętla MPK
589,2025-01-14 10:39:44.450000,-49,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
590,2025-01-14 10:25:41.350000,25,0,0,PR03B - Grabiszyn północ
591,2025-01-14 10:03:43.023000,110,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
592,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
593,2025-01-14 09:50:44.063000,-10,0,0,PR11 - ul. Ślężna-Kamienna
594,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
595,2025-01-14 10:28:41.537000,22,0,0,PR06 - ul. Kosmonautów-Boguszowska
596,2025-01-14 10:39:58.590000,129,1,0,PR08 - ul. Opolska-Głubczycka
597,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
598,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
599,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
600,2025-01-14 11:16:14.650000,45,1,0,PR12 - Klecina - pętla MPK
601,2025-01-14 11:18:05.430000,-50,2,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
602,2025-01-14 10:25:41.350000,25,0,0,PR03B - Grabiszyn północ
603,2025-01-14 11:13:38.237000,108,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
604,2025-01-14 11:18:59.217000,20,0,1,PR03A - Grabiszyn południe
605,2025-01-14 10:50:55.173000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
606,2025-01-14 11:15:54.833000,38,0,1,PR04 - ul. Snycerska-Majchra (Leśnica)
607,2025-01-14 11:15:09.387000,-11,1,0,PR11 - ul. Ślężna-Kamienna
608,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
609,2025-01-14 11:18:04.640000,19,1,0,PR06 - ul. Kosmonautów-Boguszowska
610,2025-01-14 11:19:26.777000,127,0,1,PR08 - ul. Opolska-Głubczycka
611,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
612,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
613,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
614,2025-01-14 11:39:56.153000,46,0,1,PR12 - Klecina - pętla MPK
615,2025-01-14 11:39:56.153000,46,0,0,PR12 - Klecina - pętla MPK
616,2025-01-14 08:52:14.853000,136,1,0,PR08 - ul. Opolska-Głubczycka
617,2025-01-14 10:34:55.173000,20,0,0,PR03A - Grabiszyn południe
618,2025-01-14 10:39:28.490000,38,0,1,PR04 - ul. Snycerska-Majchra (Leśnica)
619,2025-01-14 11:42:36.170000,-50,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
620,2025-01-14 14:12:46.980000,-38,1,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
621,2025-01-14 13:54:01.307000,16,0,0,PR03A - Grabiszyn południe
622,2025-01-14 14:14:46.697000,42,0,2,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
623,2025-01-14 14:11:37.923000,39,0,1,PR04 - ul. Snycerska-Majchra (Leśnica)
624,2025-01-14 14:14:09.180000,1,0,1,PR11 - ul. Ślężna-Kamienna
625,2025-01-14 14:11:30.297000,1694498842,1,0,PR10 - ul. Grabiszyńska (Oporów)
626,2025-01-14 13:33:36.367000,-1,0,0,PR09 - ul. Opolska-Karwińska
627,2025-01-14 14:14:14.627000,130,0,1,PR08 - ul. Opolska-Głubczycka
628,2025-01-14 13:59:02.940000,33,0,0,PR05 - ul. Bardzka-Świeradowska
629,2025-01-14 12:37:35.520000,-294,0,0,PR15 - ul. Kamiennogórska
630,2025-01-14 14:14:28.290000,22,0,1,PR17 -  ul. Osobowicka
631,2025-01-14 14:17:03.047000,-34,0,3,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
632,2025-01-14 13:47:55.353000,26,0,0,PR03B - Grabiszyn północ
633,2025-01-14 14:59:10.870000,-293,0,0,PR15 - ul. Kamiennogórska
634,2025-01-14 07:23:15.423000,62,0,0,PR12 - Klecina - pętla MPK
635,2025-01-14 07:43:53.223000,-39,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
636,2025-01-14 07:41:59.177000,28,1,0,PR03B - Grabiszyn północ
637,2025-01-14 07:42:07.167000,97,2,2,PR01B - Psie Pole - Stacja PKP parking nr 3
638,2025-01-14 07:41:10.733000,44,2,0,PR03A - Grabiszyn południe
639,2025-01-14 07:13:08.607000,43,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
640,2025-01-14 07:44:00.050000,55,1,0,PR04 - ul. Snycerska-Majchra (Leśnica)
641,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
642,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
643,2025-01-14 07:33:53.010000,35,0,0,PR06 - ul. Kosmonautów-Boguszowska
644,2025-01-14 07:35:51.900000,146,0,0,PR08 - ul. Opolska-Głubczycka
645,2025-01-14 07:36:48.823000,36,0,0,PR05 - ul. Bardzka-Świeradowska
646,2025-01-14 07:28:56.410000,-293,0,0,PR15 - ul. Kamiennogórska
647,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
648,2025-01-14 10:29:16.820000,49,0,0,PR12 - Klecina - pętla MPK
649,2025-01-14 10:48:56.550000,-48,1,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
650,2025-01-14 10:25:41.350000,25,0,0,PR03B - Grabiszyn północ
813,2025-01-14 12:37:35.520000,-294,0,0,PR15 - ul. Kamiennogórska
651,2025-01-14 10:03:43.023000,110,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
652,2025-01-14 10:42:17.883000,21,0,0,PR03A - Grabiszyn południe
653,2025-01-14 10:45:51.007000,41,1,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
654,2025-01-14 10:39:28.490000,38,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
655,2025-01-14 09:50:44.063000,-10,0,0,PR11 - ul. Ślężna-Kamienna
656,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
657,2025-01-14 10:28:41.537000,22,0,0,PR06 - ul. Kosmonautów-Boguszowska
658,2025-01-14 10:48:13.957000,128,1,1,PR08 - ul. Opolska-Głubczycka
659,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
660,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
661,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
662,2025-01-14 10:58:45.497000,48,1,0,PR12 - Klecina - pętla MPK
663,2025-01-14 10:54:52.393000,-51,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
664,2025-01-14 10:25:41.350000,25,0,0,PR03B - Grabiszyn północ
665,2025-01-14 10:57:14.507000,108,1,0,PR01B - Psie Pole - Stacja PKP parking nr 3
666,2025-01-14 10:57:41.780000,21,1,0,PR03A - Grabiszyn południe
667,2025-01-14 10:50:55.173000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
668,2025-01-14 10:39:28.490000,38,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
669,2025-01-14 10:59:22.140000,-11,1,0,PR11 - ul. Ślężna-Kamienna
670,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
671,2025-01-14 10:56:32.587000,20,1,0,PR06 - ul. Kosmonautów-Boguszowska
672,2025-01-14 10:56:23.300000,127,1,0,PR08 - ul. Opolska-Głubczycka
673,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
674,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
675,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
676,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
677,2025-01-14 13:38:43.800000,46,0,2,PR12 - Klecina - pętla MPK
678,2025-01-14 13:37:39.237000,-43,0,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
679,2025-01-14 13:16:23.340000,25,0,0,PR03B - Grabiszyn północ
680,2025-01-14 13:38:57.330000,108,2,1,PR01B - Psie Pole - Stacja PKP parking nr 3
681,2025-01-14 13:20:55.560000,16,0,0,PR03A - Grabiszyn południe
682,2025-01-14 12:44:55.057000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
683,2025-01-14 13:18:21.463000,39,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
684,2025-01-14 13:34:41.563000,-10,0,0,PR11 - ul. Ślężna-Kamienna
685,2025-01-14 13:39:41.060000,1694498844,1,0,PR10 - ul. Grabiszyńska (Oporów)
686,2025-01-14 13:33:36.367000,-1,0,0,PR09 - ul. Opolska-Karwińska
687,2025-01-14 13:36:39.753000,24,0,1,PR06 - ul. Kosmonautów-Boguszowska
688,2025-01-14 13:32:24.703000,130,0,0,PR08 - ul. Opolska-Głubczycka
689,2025-01-14 12:50:12.070000,32,0,0,PR05 - ul. Bardzka-Świeradowska
690,2025-01-14 12:37:35.520000,-294,0,0,PR15 - ul. Kamiennogórska
691,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
692,2025-01-14 13:44:32.933000,46,0,0,PR12 - Klecina - pętla MPK
693,2025-01-14 13:47:55.353000,26,0,0,PR03B - Grabiszyn północ
694,2025-01-14 14:08:26.510000,110,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
695,2025-01-14 13:51:18.177000,26,0,0,PR06 - ul. Kosmonautów-Boguszowska
696,2025-01-14 07:23:15.423000,62,0,0,PR12 - Klecina - pętla MPK
697,2025-01-14 07:34:56.850000,-35,4,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
698,2025-01-14 07:25:39.043000,29,0,0,PR03B - Grabiszyn północ
699,2025-01-14 07:20:40.357000,98,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
700,2025-01-14 07:28:42.607000,47,0,0,PR03A - Grabiszyn południe
701,2025-01-14 07:13:08.607000,43,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
702,2025-01-14 07:32:17.157000,56,1,0,PR04 - ul. Snycerska-Majchra (Leśnica)
703,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
704,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
705,2025-01-14 07:33:53.010000,35,1,0,PR06 - ul. Kosmonautów-Boguszowska
706,2025-01-14 07:34:10.203000,147,1,0,PR08 - ul. Opolska-Głubczycka
707,2025-01-14 07:23:24.077000,37,0,0,PR05 - ul. Bardzka-Świeradowska
708,2025-01-14 07:28:56.410000,-293,0,0,PR15 - ul. Kamiennogórska
709,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
710,2025-01-14 08:13:07.383000,60,1,0,PR12 - Klecina - pętla MPK
711,2025-01-14 08:03:59.087000,-48,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
712,2025-01-14 07:57:32.877000,27,0,0,PR03B - Grabiszyn północ
713,2025-01-14 08:14:46.217000,104,1,2,PR01B - Psie Pole - Stacja PKP parking nr 3
714,2025-01-14 08:10:03.500000,39,1,0,PR03A - Grabiszyn południe
715,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
716,2025-01-14 08:13:41.513000,47,1,0,PR04 - ul. Snycerska-Majchra (Leśnica)
717,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
718,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
719,2025-01-14 08:12:33.707000,29,1,0,PR06 - ul. Kosmonautów-Boguszowska
720,2025-01-14 08:12:45.447000,144,1,0,PR08 - ul. Opolska-Głubczycka
721,2025-01-14 08:13:21.213000,35,1,0,PR05 - ul. Bardzka-Świeradowska
722,2025-01-14 08:15:00.933000,-293,0,0,PR15 - ul. Kamiennogórska
723,2025-01-14 07:45:04.107000,22,0,0,PR17 -  ul. Osobowicka
724,2025-01-14 08:26:28.980000,58,1,0,PR12 - Klecina - pętla MPK
725,2025-01-14 08:22:54.060000,-47,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
726,2025-01-14 07:57:32.877000,27,0,0,PR03B - Grabiszyn północ
727,2025-01-14 08:27:40.377000,102,1,1,PR01B - Psie Pole - Stacja PKP parking nr 3
728,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
729,2025-01-14 09:30:09.223000,51,1,0,PR12 - Klecina - pętla MPK
730,2025-01-14 09:30:45.023000,-48,0,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
731,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
732,2025-01-14 09:34:49.953000,106,1,0,PR01B - Psie Pole - Stacja PKP parking nr 3
733,2025-01-14 09:21:42.300000,28,0,0,PR03A - Grabiszyn południe
734,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
735,2025-01-14 09:34:41.417000,-7,1,0,PR11 - ul. Ślężna-Kamienna
736,2025-01-14 09:34:21.333000,3,1,0,PR09 - ul. Opolska-Karwińska
