_id,Czas_Rejestracji,Liczba_Wolnych_Miejsc,Liczba_Poj_Wjezdzajacych,Liczba_Poj_Wyjezdzajacych,Nazwa
129,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
130,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
131,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
132,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
133,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
134,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
135,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
136,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
137,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
138,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
139,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
140,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
141,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
142,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
143,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
144,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
145,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
146,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
147,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
148,2025-01-14 03:32:27.587000,22,0,0,PR11 - ul. Ślężna-Kamienna
149,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
150,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
151,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
152,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
153,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
154,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
155,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
156,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
157,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
158,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
159,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
160,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
161,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
162,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
163,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
164,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
165,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
166,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
167,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
168,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
169,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
170,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
171,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
172,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
173,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
174,2025-01-14 03:32:27.587000,22,0,0,PR11 - ul. Ślężna-Kamienna
175,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
176,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
177,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
178,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
179,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
180,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
181,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
182,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
183,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
184,2025-01-14 02:23:17.753000,35,0,1,PR03B - Grabiszyn północ
185,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
186,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
187,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
188,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
189,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
190,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
191,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
192,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
193,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
194,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
195,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
196,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
197,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
198,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
199,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
200,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
201,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
202,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
203,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
204,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
205,2025-01-14 00:10:36.647000,23,0,0,PR11 - ul. Ślężna-Kamienna
206,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
207,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
208,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
209,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
210,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
211,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
212,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
213,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
214,2025-01-14 03:54:24.863000,21,0,0,PR11 - ul. Ślężna-Kamienna
215,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
216,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
217,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
218,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
219,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
220,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
221,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
222,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
223,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
224,2025-01-14 03:32:27.587000,22,1,0,PR11 - ul. Ślężna-Kamienna
225,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
226,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
227,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
228,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
229,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
230,2025-01-14 03:32:27.587000,22,0,0,PR11 - ul. Ślężna-Kamienna
231,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
232,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
233,2025-01-14 01:50:31.757000,42,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
234,2025-01-14 02:23:17.753000,35,0,0,PR03B - Grabiszyn północ
235,2025-01-14 01:19:34.377000,45,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
236,2025-01-14 03:54:24.863000,21,0,0,PR11 - ul. Ślężna-Kamienna
237,2025-01-14 00:08:32.137000,11,0,0,PR09 - ul. Opolska-Karwińska
238,2025-01-14 07:23:07.407000,37,4,0,PR06 - ul. Kosmonautów-Boguszowska
239,2025-01-14 07:22:03.530000,147,0,1,PR08 - ul. Opolska-Głubczycka
240,2025-01-14 07:23:24.077000,37,1,0,PR05 - ul. Bardzka-Świeradowska
241,2025-01-14 07:21:42.273000,-293,0,1,PR15 - ul. Kamiennogórska
242,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
243,2025-01-14 08:27:40.377000,102,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
244,2025-01-14 09:52:07.023000,51,0,1,PR12 - Klecina - pętla MPK
245,2025-01-14 09:48:23.737000,-48,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
246,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
247,2025-01-14 09:54:31.540000,107,1,3,PR01B - Psie Pole - Stacja PKP parking nr 3
248,2025-01-14 09:50:31.540000,24,1,0,PR03A - Grabiszyn południe
249,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
250,2025-01-14 09:38:50.627000,40,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
251,2025-01-14 09:50:44.063000,-10,1,0,PR11 - ul. Ślężna-Kamienna
252,2025-01-14 09:34:21.333000,3,0,0,PR09 - ul. Opolska-Karwińska
253,2025-01-14 09:21:26.813000,23,0,0,PR06 - ul. Kosmonautów-Boguszowska
254,2025-01-14 09:54:49.207000,133,1,0,PR08 - ul. Opolska-Głubczycka
255,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
256,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
257,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
258,2025-01-14 11:08:52.553000,19,1,0,PR03A - Grabiszyn południe
259,2025-01-14 10:50:55.173000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
260,2025-01-14 11:00:18.977000,37,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
261,2025-01-14 11:53:01.870000,25,0,0,PR03B - Grabiszyn północ
262,2025-01-14 12:14:43.610000,107,1,0,PR01B - Psie Pole - Stacja PKP parking nr 3
263,2025-01-14 12:11:24.200000,16,1,0,PR03A - Grabiszyn południe
264,2025-01-14 12:09:38.237000,41,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
265,2025-01-14 11:58:26.290000,38,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
266,2025-01-14 12:14:21.387000,-12,1,0,PR11 - ul. Ślężna-Kamienna
267,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
268,2025-01-14 11:18:04.640000,19,0,0,PR06 - ul. Kosmonautów-Boguszowska
269,2025-01-14 12:11:03.847000,125,1,0,PR08 - ul. Opolska-Głubczycka
270,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
271,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
272,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
273,2025-01-14 07:38:37.997000,-38,2,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
274,2025-01-14 07:25:39.043000,29,0,0,PR03B - Grabiszyn północ
275,2025-01-14 07:39:57.160000,98,2,1,PR01B - Psie Pole - Stacja PKP parking nr 3
276,2025-01-14 07:35:20.797000,46,1,0,PR03A - Grabiszyn południe
277,2025-01-14 07:13:08.607000,43,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
278,2025-01-14 07:38:44.790000,56,1,0,PR04 - ul. Snycerska-Majchra (Leśnica)
279,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
280,2025-01-14 07:28:56.410000,-293,0,0,PR15 - ul. Kamiennogórska
281,2025-01-14 00:40:31.120000,23,0,0,PR17 -  ul. Osobowicka
282,2025-01-14 08:18:50.710000,-46,0,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
283,2025-01-14 07:57:32.877000,27,0,0,PR03B - Grabiszyn północ
284,2025-01-14 08:19:59.913000,102,3,0,PR01B - Psie Pole - Stacja PKP parking nr 3
285,2025-01-14 08:16:43.100000,37,2,0,PR03A - Grabiszyn południe
286,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
287,2025-01-14 08:19:30.277000,44,2,0,PR04 - ul. Snycerska-Majchra (Leśnica)
288,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
289,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
290,2025-01-14 08:12:33.707000,29,0,0,PR06 - ul. Kosmonautów-Boguszowska
291,2025-01-14 08:19:49.067000,143,1,0,PR08 - ul. Opolska-Głubczycka
292,2025-01-14 08:13:21.213000,35,0,0,PR05 - ul. Bardzka-Świeradowska
293,2025-01-14 08:15:00.933000,-293,0,0,PR15 - ul. Kamiennogórska
294,2025-01-14 07:45:04.107000,22,0,0,PR17 -  ul. Osobowicka
295,2025-01-14 12:29:23.287000,45,1,0,PR12 - Klecina - pętla MPK
296,2025-01-14 12:29:20.867000,-46,1,2,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
297,2025-01-14 11:53:01.870000,25,0,0,PR03B - Grabiszyn północ
298,2025-01-14 12:24:14.927000,109,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
299,2025-01-14 12:15:03.197000,17,0,0,PR03A - Grabiszyn południe
300,2025-01-14 12:22:45.137000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
301,2025-01-14 12:17:57.853000,37,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
302,2025-01-14 12:20:50.847000,-12,0,0,PR11 - ul. Ślężna-Kamienna
303,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
304,2025-01-14 12:29:09.853000,19,1,0,PR06 - ul. Kosmonautów-Boguszowska
305,2025-01-14 12:24:53.327000,122,0,0,PR08 - ul. Opolska-Głubczycka
306,2025-01-14 12:29:13.950000,33,1,0,PR05 - ul. Bardzka-Świeradowska
307,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
308,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
309,2025-01-14 13:17:26.510000,46,1,0,PR12 - Klecina - pętla MPK
310,2025-01-14 13:15:18.130000,-43,0,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
311,2025-01-14 13:16:23.340000,25,1,0,PR03B - Grabiszyn północ
312,2025-01-14 13:18:17.023000,109,1,1,PR01B - Psie Pole - Stacja PKP parking nr 3
313,2025-01-14 13:09:38.113000,15,0,0,PR03A - Grabiszyn południe
314,2025-01-14 12:44:55.057000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
315,2025-01-14 13:18:21.463000,39,0,1,PR04 - ul. Snycerska-Majchra (Leśnica)
316,2025-01-14 13:14:56.123000,-7,0,0,PR11 - ul. Ślężna-Kamienna
317,2025-01-14 13:12:19.240000,1694498843,0,0,PR10 - ul. Grabiszyńska (Oporów)
318,2025-01-14 13:05:21.233000,1,0,0,PR09 - ul. Opolska-Karwińska
319,2025-01-14 13:19:02.480000,23,0,1,PR06 - ul. Kosmonautów-Boguszowska
320,2025-01-14 13:19:52.217000,129,0,1,PR08 - ul. Opolska-Głubczycka
321,2025-01-14 12:50:12.070000,32,0,0,PR05 - ul. Bardzka-Świeradowska
322,2025-01-14 12:37:35.520000,-294,0,0,PR15 - ul. Kamiennogórska
323,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
324,2025-01-14 13:44:32.933000,46,0,0,PR12 - Klecina - pętla MPK
325,2025-01-14 13:53:22.587000,-45,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
326,2025-01-14 13:47:55.353000,26,0,0,PR03B - Grabiszyn północ
327,2025-01-14 13:50:18.037000,107,1,0,PR01B - Psie Pole - Stacja PKP parking nr 3
328,2025-01-14 13:54:01.307000,16,0,1,PR03A - Grabiszyn południe
329,2025-01-14 13:54:37.850000,41,1,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
330,2025-01-14 13:48:39.320000,37,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
331,2025-01-14 13:53:00.110000,-9,0,1,PR11 - ul. Ślężna-Kamienna
332,2025-01-14 13:54:52.640000,1694498841,1,0,PR10 - ul. Grabiszyńska (Oporów)
333,2025-01-14 13:33:36.367000,-1,0,0,PR09 - ul. Opolska-Karwińska
334,2025-01-14 13:51:18.177000,26,0,1,PR06 - ul. Kosmonautów-Boguszowska
335,2025-01-14 13:51:35.903000,131,0,1,PR08 - ul. Opolska-Głubczycka
336,2025-01-14 12:50:12.070000,32,0,0,PR05 - ul. Bardzka-Świeradowska
337,2025-01-14 12:37:35.520000,-294,0,0,PR15 - ul. Kamiennogórska
338,2025-01-14 09:58:01.300000,22,0,0,PR17 -  ul. Osobowicka
339,2025-01-14 14:28:41.687000,46,0,1,PR12 - Klecina - pętla MPK
340,2025-01-14 14:29:13.237000,-31,1,3,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
341,2025-01-14 13:47:55.353000,26,0,0,PR03B - Grabiszyn północ
342,2025-01-14 14:08:26.510000,110,0,0,PR01B - Psie Pole - Stacja PKP parking nr 3
343,2025-01-14 14:19:21.963000,40,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
344,2025-01-14 14:47:34.727000,1,1,0,PR11 - ul. Ślężna-Kamienna
345,2025-01-14 14:47:45.547000,1694498847,1,0,PR10 - ul. Grabiszyńska (Oporów)
346,2025-01-14 14:22:46.370000,0,0,0,PR09 - ul. Opolska-Karwińska
347,2025-01-14 14:47:15.320000,24,1,0,PR06 - ul. Kosmonautów-Boguszowska
348,2025-01-14 14:47:00.117000,132,0,1,PR08 - ul. Opolska-Głubczycka
349,2025-01-14 13:59:02.940000,33,0,0,PR05 - ul. Bardzka-Świeradowska
350,2025-01-14 12:37:35.520000,-294,0,0,PR15 - ul. Kamiennogórska
351,2025-01-14 14:48:05.483000,20,1,0,PR17 -  ul. Osobowicka
352,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
353,2025-01-14 07:33:53.010000,35,0,0,PR06 - ul. Kosmonautów-Boguszowska
354,2025-01-14 07:35:51.900000,146,1,0,PR08 - ul. Opolska-Głubczycka
355,2025-01-14 07:36:48.823000,36,1,0,PR05 - ul. Bardzka-Świeradowska
356,2025-01-14 07:49:06.393000,-44,4,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
357,2025-01-14 07:41:59.177000,28,0,0,PR03B - Grabiszyn północ
358,2025-01-14 07:49:43.620000,97,0,1,PR01B - Psie Pole - Stacja PKP parking nr 3
359,2025-01-14 07:49:28.177000,43,1,0,PR03A - Grabiszyn południe
360,2025-01-14 07:13:08.607000,43,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
361,2025-01-14 07:44:00.050000,55,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
362,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
363,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
364,2025-01-14 07:33:53.010000,35,0,0,PR06 - ul. Kosmonautów-Boguszowska
365,2025-01-14 07:49:28.730000,146,0,1,PR08 - ul. Opolska-Głubczycka
366,2025-01-14 07:36:48.823000,36,0,0,PR05 - ul. Bardzka-Świeradowska
367,2025-01-14 07:28:56.410000,-293,0,0,PR15 - ul. Kamiennogórska
368,2025-01-14 07:45:04.107000,22,1,0,PR17 -  ul. Osobowicka
369,2025-01-14 07:57:35.567000,61,0,0,PR12 - Klecina - pętla MPK
370,2025-01-14 08:03:59.087000,-48,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
371,2025-01-14 07:57:32.877000,27,0,0,PR03B - Grabiszyn północ
372,2025-01-14 08:03:55.417000,104,2,4,PR01B - Psie Pole - Stacja PKP parking nr 3
373,2025-01-14 08:04:22.080000,40,1,0,PR03A - Grabiszyn południe
374,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
375,2025-01-14 08:04:25.313000,50,1,0,PR04 - ul. Snycerska-Majchra (Leśnica)
376,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
377,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
378,2025-01-14 08:04:23.413000,30,2,0,PR06 - ul. Kosmonautów-Boguszowska
379,2025-01-14 08:04:55.810000,146,0,1,PR08 - ul. Opolska-Głubczycka
407,2025-01-14 08:27:15.757000,-293,0,0,PR15 - ul. Kamiennogórska
380,2025-01-14 07:36:48.823000,36,0,0,PR05 - ul. Bardzka-Świeradowska
381,2025-01-14 07:28:56.410000,-293,0,0,PR15 - ul. Kamiennogórska
382,2025-01-14 07:45:04.107000,22,0,0,PR17 -  ul. Osobowicka
383,2025-01-14 08:33:07.333000,57,1,0,PR12 - Klecina - pętla MPK
384,2025-01-14 08:22:54.060000,-47,0,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
385,2025-01-14 07:57:32.877000,27,0,0,PR03B - Grabiszyn północ
386,2025-01-14 08:30:39.333000,34,2,0,PR03A - Grabiszyn południe
387,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
388,2025-01-14 08:19:30.277000,44,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
389,2025-01-14 07:16:44.740000,-1,0,0,PR11 - ul. Ślężna-Kamienna
390,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
391,2025-01-14 08:28:50.227000,27,0,0,PR06 - ul. Kosmonautów-Boguszowska
392,2025-01-14 08:32:58.003000,140,0,1,PR08 - ul. Opolska-Głubczycka
393,2025-01-14 08:13:21.213000,35,0,0,PR05 - ul. Bardzka-Świeradowska
394,2025-01-14 08:27:15.757000,-293,0,0,PR15 - ul. Kamiennogórska
395,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
396,2025-01-14 08:48:03.150000,55,1,0,PR12 - Klecina - pętla MPK
397,2025-01-14 08:48:38.407000,-47,1,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
398,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
399,2025-01-14 08:45:32.130000,105,0,2,PR01B - Psie Pole - Stacja PKP parking nr 3
400,2025-01-14 08:35:42.743000,32,0,0,PR03A - Grabiszyn południe
401,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
402,2025-01-14 08:39:03.557000,42,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
403,2025-01-14 08:46:25.030000,-1,0,1,PR11 - ul. Ślężna-Kamienna
404,2025-01-14 07:28:35.163000,4,0,0,PR09 - ul. Opolska-Karwińska
405,2025-01-14 08:45:57.397000,25,1,0,PR06 - ul. Kosmonautów-Boguszowska
406,2025-01-14 08:13:21.213000,35,0,0,PR05 - ul. Bardzka-Świeradowska
408,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
409,2025-01-14 09:37:53.273000,50,0,0,PR12 - Klecina - pętla MPK
410,2025-01-14 09:48:23.737000,-48,1,0,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
411,2025-01-14 08:36:51.610000,26,0,0,PR03B - Grabiszyn północ
412,2025-01-14 09:46:56.647000,106,1,0,PR01B - Psie Pole - Stacja PKP parking nr 3
413,2025-01-14 09:49:12.230000,25,1,0,PR03A - Grabiszyn południe
414,2025-01-14 07:54:39.007000,42,0,0,PR02 - ul. Bystrzycka-Idzikowskiego (Kuźniki)
415,2025-01-14 09:38:50.627000,40,0,0,PR04 - ul. Snycerska-Majchra (Leśnica)
416,2025-01-14 09:46:58.920000,-9,1,1,PR11 - ul. Ślężna-Kamienna
417,2025-01-14 09:34:21.333000,3,0,0,PR09 - ul. Opolska-Karwińska
418,2025-01-14 09:21:26.813000,23,0,0,PR06 - ul. Kosmonautów-Boguszowska
419,2025-01-14 09:49:30.857000,134,1,0,PR08 - ul. Opolska-Głubczycka
420,2025-01-14 09:05:07.813000,34,0,0,PR05 - ul. Bardzka-Świeradowska
421,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
422,2025-01-14 08:27:26.373000,23,0,0,PR17 -  ul. Osobowicka
423,2025-01-14 11:24:59.283000,-50,1,1,PR07 - ul. Kosmonautów-Fieldorfa (Szpital)
424,2025-01-14 11:20:07.913000,26,0,1,PR03B - Grabiszyn północ
425,2025-01-14 11:22:20.023000,109,0,1,PR01B - Psie Pole - Stacja PKP parking nr 3
426,2025-01-14 11:18:59.217000,20,0,0,PR03A - Grabiszyn południe
427,2025-01-14 11:24:34.757000,-13,2,1,PR11 - ul. Ślężna-Kamienna
428,2025-01-14 10:27:40.287000,2,0,0,PR09 - ul. Opolska-Karwińska
429,2025-01-14 11:18:04.640000,19,0,0,PR06 - ul. Kosmonautów-Boguszowska
430,2025-01-14 11:22:11.713000,127,1,0,PR08 - ul. Opolska-Głubczycka
431,2025-01-14 09:26:25.370000,-294,0,0,PR15 - ul. Kamiennogórska
432,2025-01-14 11:28:55.693000,45,0,1,PR12 - Klecina - pętla MPK
